group_id,actor_name,aliases,actor_type,country_attribution,targeted_sectors,mitre_description,technique_count,tactic_count,technique_diversity_score,associated_cve_count,avg_cvss_score,max_cvss_score,kev_count,critical_vuln_ratio,kev_ratio,acled_event_count,acled_political_violence_events_total,acled_months_observed,acled_avg_monthly_political_violence_events,acled_max_monthly_political_violence_events,geo_instability_score,conflict_intensity_index,capability_score,opportunity_score,activity_score,composite_risk_score,has_country_attribution,has_targeted_sector,has_cve_mapping
G1017,Volt Typhoon,Volt Typhoon; BRONZE SILHOUETTE; Vanguard Panda; DEV-0391; UNC3236; Voltzite; Insidious Taurus; DazedToad,State,China; Guam,Information Technology; Transportation Systems,"[Volt Typhoon](https://attack.mitre.org/groups/G1017) is a People's Republic of China (PRC) state-sponsored actor that has been active since at least 2021, primarily targeting critical infrastructure organizations in the US and its territories including Guam. [Volt Typhoon](https://attack.mitre.org/groups/G1017)'s targeting and pattern of behavior have been assessed as pre-positioning to enable lateral movement to operational technology (OT) assets for potential destructive or disruptive attacks. [Volt Typhoon](https://attack.mitre.org/groups/G1017) has emphasized stealth in operations using web shells, living-off-the-land (LOTL) binaries, hands on keyboard activities, and stolen credentials.(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024)(Citation: Microsoft Volt Typhoon May 2023)(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023)(Citation: Secureworks BRONZE SILHOUETTE May 2023). The group has leveraged compromised SOHO routers to proxy command and control traffic and obscure its infrastructure, activity associated with the KV botnet.(Citation: DOJ KVBotnet 2024). 

Reporting indicates a separate initial access cluster, SYLVANITE, has been observed exploiting internet-facing edge devices and transferring access to [Volt Typhoon](https://attack.mitre.org/groups/G1017), also tracked as VOLTZITE, for follow-on operations. (Citation: Dragos 2025 Year in Review)",81,13,0.6230769230769231,2,9.8,9.8,1,1,0.5,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.6848492723492724,0.009475277,0.063333333,0.3633196916200747,1,1,1
G1018,TA2541,TA2541,Nonstate CyberCrime,Unknown,Critical Manufacturing; Defense Industrial Base; Transportation Systems,"[TA2541](https://attack.mitre.org/groups/G1018) is a cybercriminal group that has been targeting the aviation, aerospace, transportation, manufacturing, and defense industries since at least 2017. [TA2541](https://attack.mitre.org/groups/G1018) campaigns are typically high volume and involve the use of commodity remote access tools obfuscated by crypters and themes related to aviation, transportation, and travel.(Citation: Proofpoint TA2541 February 2022)(Citation: Cisco Operation Layover September 2021)",28,9,0.2153846153846154,1,7.8,7.8,1,0,1,0,0,0,0,0,0,0,0.5553274428274428,0,0.046666667,0.29166372141372143,1,1,1
G1019,MoustachedBouncer,MoustachedBouncer,,Belarus,unknown,[MoustachedBouncer](https://attack.mitre.org/groups/G1019) is a cyberespionage group that has been active since at least 2014 targeting foreign embassies in Belarus.(Citation: MoustachedBouncer ESET August 2023),8,6,0.061538462,1,7.8,7.8,1,0,1,260,260,87,2.9885057471264367,48,0.00087052,0.001010604,0.47840436590436586,0.000912545,0.046666667,0.25338469200836355,1,0,1
G1020,Mustard Tempest,Mustard Tempest; DEV-0206; TA569; GOLD PRELUDE; UNC1543,Nonstate CyberCrime,Unknown,Information Technology,"[Mustard Tempest](https://attack.mitre.org/groups/G1020) is an initial access broker that has operated the [SocGholish](https://attack.mitre.org/software/S1124) distribution network since at least 2017. [Mustard Tempest](https://attack.mitre.org/groups/G1020) has partnered with [Indrik Spider](https://attack.mitre.org/groups/G0119) to provide access for the download of additional malware including LockBit, [WastedLocker](https://attack.mitre.org/software/S0612), and remote access tools.(Citation: Microsoft Ransomware as a Service)(Citation: Microsoft Threat Actor Naming July 2023)(Citation: Secureworks Gold Prelude Profile)(Citation: SocGholish-update)",12,6,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846153846156,0,0,0.023076923076923078,1,1,0
G1021,Cinnamon Tempest,Cinnamon Tempest; DEV-0401; Emperor Dragonfly; BRONZE STARLIGHT,State,China,Financial Services; Government Facilities; Information Technology,"[Cinnamon Tempest](https://attack.mitre.org/groups/G1021) is a China-based threat group that has been active since at least 2021 deploying multiple strains of ransomware based on the leaked [Babuk](https://attack.mitre.org/software/S0638) source code. [Cinnamon Tempest](https://attack.mitre.org/groups/G1021) does not operate their ransomware on an affiliate model or purchase access but appears to act independently in all stages of the attack lifecycle. Based on victimology, the short lifespan of each ransomware variant, and use of malware attributed to government-sponsored threat groups, [Cinnamon Tempest](https://attack.mitre.org/groups/G1021) may be motivated by intellectual property theft or cyberespionage rather than financial gain.(Citation: Microsoft Ransomware as a Service)(Citation: Microsoft Threat Actor Naming July 2023)(Citation: Trend Micro Cheerscrypt May 2022)(Citation: SecureWorks BRONZE STARLIGHT Ransomware Operations June 2022)",19,11,0.14615384615384616,3,9.866666666666667,10,2,1,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.4897435897435898,0.009475277,0.11,0.27976685031723336,1,1,1
G1022,ToddyCat,ToddyCat,,Unknown,Defense Industrial Base; Government Facilities,[ToddyCat](https://attack.mitre.org/groups/G1022) is a sophisticated threat group that has been active since at least 2020 using custom loaders and malware in multi-stage infection chains against government and military targets across Europe and Asia.(Citation: Kaspersky ToddyCat June 2022)(Citation: Kaspersky ToddyCat Check Logs October 2023),25,11,0.19230769230769232,4,9.275,9.8,2,0.75,0.5,0,0,0,0,0,0,0,0.4561622920997921,0,0.12666666666666665,0.266081146,1,1,1
G1023,APT5,APT5; Mulberry Typhoon; MANGANESE; BRONZE FLEETWOOD; Keyhole Panda; UNC2630,,China,Communications; Defense Industrial Base; Information Technology,"[APT5](https://attack.mitre.org/groups/G1023) is a China-based espionage actor that has been active since at least 2007 primarily targeting the telecommunications, aerospace, and defense industries throughout the U.S., Europe, and Asia. [APT5](https://attack.mitre.org/groups/G1023) has displayed advanced tradecraft and significant interest in compromising networking devices and their underlying software including through the use of zero-day exploits.(Citation: NSA APT5 Citrix Threat Hunting December 2022)(Citation: Microsoft East Asia Threats September 2023)(Citation: Mandiant Pulse Secure Zero-Day April 2021)(Citation: Mandiant Pulse Secure Update May 2021)(Citation: FireEye Southeast Asia Threat Landscape March 2015)(Citation: Mandiant Advanced Persistent Threats)  ",29,11,0.2230769230769231,3,9.8,9.8,2,1,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.5265159390159391,0.009475277,0.11,0.298153025,1,1,1
G1024,Akira,Akira; GOLD SAHARA; PUNK SPIDER; Howling Scorpius,Nonstate CyberCrime,Unknown,Information Technology,"[Akira](https://attack.mitre.org/groups/G1024) is a ransomware variant and ransomware deployment entity active since at least March 2023.(Citation: Arctic Wolf Akira 2023) [Akira](https://attack.mitre.org/groups/G1024) uses compromised credentials to access single-factor external access mechanisms such as VPNs for initial access, then various publicly-available tools and techniques for lateral movement.(Citation: Arctic Wolf Akira 2023)(Citation: Secureworks GOLD SAHARA) [Akira](https://attack.mitre.org/groups/G1024) operations are associated with ""double extortion"" ransomware activity, where data is exfiltrated from victim environments prior to encryption, with threats to publish files if a ransom is not paid. Technical analysis of [Akira](https://attack.mitre.org/software/S1129) ransomware indicates variants capable of targeting Windows or VMWare ESXi hypervisors and multiple overlaps with [Conti](https://attack.mitre.org/software/S0575) ransomware.(Citation: BushidoToken Akira 2023)(Citation: CISA Akira Ransomware APR 2024)(Citation: Cisco Akira Ransomware OCT 2024)",17,13,0.13076923076923078,2,9.2,10,2,0.5,1,0,0,0,0,0,0,0,0.5484927234927235,0,0.093333333,0.30224636174636177,1,1,1
G1026,Malteiro,Malteiro,Nonstate CyberCrime,Brazil; Mexico; Portugal; Spain,Communications; Financial Services; Information Technology; Transportation Systems,[Malteiro](https://attack.mitre.org/groups/G1026) is a financially motivated criminal group that is likely based in Brazil and has been active since at least November 2019. The group operates and distributes the [Mispadu](https://attack.mitre.org/software/S1122)  banking trojan via a Malware-as-a-Service (MaaS) business model. [Malteiro](https://attack.mitre.org/groups/G1026) mainly targets victims throughout Latin America (particularly Mexico) and Europe (particularly Spain and Portugal).(Citation: SCILabs Malteiro 2021),12,7,0.092307692,0,0,0,0,0,0,70010,70010,101,693.1683168316831,1027,0.23440429635185087,0.23440429635185084,0.046153846153846156,0.23440429635185084,0,0.069957782,1,1,0
G1028,APT-C-23,APT-C-23; Mantis; Arid Viper; Desert Falcon; TAG-63; Grey Karkadann; Big Bang APT; Two-tailed Scorpion,,Israel,Defense Industrial Base,"[APT-C-23](https://attack.mitre.org/groups/G1028) is a threat group that has been active since at least 2014.(Citation: symantec_mantis) [APT-C-23](https://attack.mitre.org/groups/G1028) has primarily focused its operations on the Middle East, including Israeli military assets. [APT-C-23](https://attack.mitre.org/groups/G1028) has developed mobile spyware targeting Android and iOS devices since 2017.(Citation: welivesecurity_apt-c-23)",0,0,0,0,0,0,0,0,0,7074,7074,125,56.592,633,0.023684844913483688,0.019137354690094817,0,0.022320597846467026,0,0.00446412,1,1,0
G1030,Agrius,Agrius; Pink Sandstorm; AMERICIUM; Agonizing Serpens; BlackShadow,Nonstate CyberCrime,Iran; Israel,Government Facilities; Transportation Systems,"[Agrius](https://attack.mitre.org/groups/G1030) is an Iranian threat actor active since 2020 notable for a series of ransomware and wiper operations in the Middle East, with an emphasis on Israeli targets.(Citation: SentinelOne Agrius 2021)(Citation: CheckPoint Agrius 2023) Public reporting has linked [Agrius](https://attack.mitre.org/groups/G1030) to Iran's Ministry of Intelligence and Security (MOIS).(Citation: Microsoft Iran Cyber 2023)",22,12,0.16923076923076924,3,9.8,9.8,2,1,0.6666666666666666,7074,7074,125,56.592,2238,0.023684844913483688,0.019137354690094817,0.49959286209286213,0.022320597846467026,0.11,0.2872605506157244,1,1,1
G1031,Saint Bear,Saint Bear; Storm-0587; TA471; UAC-0056; Lorec53,,Georgia; Russia; Ukraine,Government Facilities; Information Technology,"[Saint Bear](https://attack.mitre.org/groups/G1031) is a Russian-nexus threat actor active since early 2021, primarily targeting entities in Ukraine and Georgia. The group is notable for a specific remote access tool, [Saint Bot](https://attack.mitre.org/software/S1018), and information stealer, [OutSteel](https://attack.mitre.org/software/S1017) in campaigns. [Saint Bear](https://attack.mitre.org/groups/G1031) typically relies on phishing or web staging of malicious documents and related file types for initial access, spoofing government or related entities.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )(Citation: Cadet Blizzard emerges as novel threat actor) [Saint Bear](https://attack.mitre.org/groups/G1031) has previously been confused with [Ember Bear](https://attack.mitre.org/groups/G1003) operations, but analysis of behaviors, tools, and targeting indicates these are distinct clusters.",18,8,0.13846153846153847,2,8.8,9.8,2,0.5,1,298672,298672,101,2957.1485148514853,7824,1,1,0.5422037422037422,1,0.093333333,0.4991018711018711,1,1,1
G1032,INC Ransom,INC Ransom; GOLD IONIC,Nonstate CyberCrime,Unknown,Critical Manufacturing; Education; Healthcare and Public Health; Information Technology,"[INC Ransom](https://attack.mitre.org/groups/G1032) is a ransomware and data extortion threat group associated with the deployment of [INC Ransomware](https://attack.mitre.org/software/S1139) that has been active since at least July 2023. [INC Ransom](https://attack.mitre.org/groups/G1032)  has targeted organizations worldwide most commonly in the industrial, healthcare, and education sectors in the US and Europe.(Citation: Bleeping Computer INC Ransomware March 2024)(Citation: Cybereason INC Ransomware November 2023)(Citation: Secureworks GOLD IONIC April 2024)(Citation: SentinelOne INC Ransomware)",25,13,0.19230769230769232,5,9.56,10,4,0.8,0.8,0,0,0,0,0,0,0,0.5383835758835759,0,0.20333333333333334,0.33019178794178794,1,1,1
G1033,Star Blizzard,Star Blizzard; SEABORGIUM; Callisto Group; TA446; COLDRIVER,,Russia; United Kingdom,Defense Industrial Base; Education; Government Facilities; NGO,"[Star Blizzard](https://attack.mitre.org/groups/G1033) is a cyber espionage and influence group originating in Russia that has been active since at least 2019. [Star Blizzard](https://attack.mitre.org/groups/G1033) campaigns align closely with Russian state interests and have included persistent phishing and credential theft against academic, defense, government, NGO, and think tank organizations in NATO countries, particularly the US and the UK.(Citation: Microsoft Star Blizzard August 2022)(Citation: CISA Star Blizzard Advisory December 2023)(Citation: StarBlizzard)(Citation: Google TAG COLDRIVER January 2024)
",20,10,0.15384615384615385,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.076923077,0.13245299191085874,0,0.064952137,1,1,0
G1034,Daggerfly,Daggerfly; Evasive Panda; BRONZE HIGHLAND,,China,Communications; Government Facilities; Information Technology; NGO,"[Daggerfly](https://attack.mitre.org/groups/G1034) is a People's Republic of China-linked APT entity active since at least 2012. [Daggerfly](https://attack.mitre.org/groups/G1034) has targeted individuals, government and NGO entities, and telecommunication companies in Asia and Africa. [Daggerfly](https://attack.mitre.org/groups/G1034) is associated with exclusive use of [MgBot](https://attack.mitre.org/software/S1146) malware and is noted for several potential supply chain infection campaigns.(Citation: Symantec Daggerfly 2023)(Citation: ESET EvasivePanda 2023)(Citation: Symantec Daggerfly 2024)(Citation: ESET EvasivePanda 2024)",17,10,0.13076923076923078,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.065384615,0.009475277,0,0.034587363,1,1,0
G1035,Winter Vivern,Winter Vivern; TA473; UAC-0114,,India; Russia,Government Facilities; NGO,"Winter Vivern is a group linked to Russian and Belorussian interests active since at least 2020 targeting various European government and NGO entities, along with sporadic targeting of Indian and US victims. The group leverages a combination of document-based phishing activity and server-side exploitation for initial access, leveraging adversary-controlled and -created infrastructure for follow-on command and control.(Citation: DomainTools WinterVivern 2021)(Citation: SentinelOne WinterVivern 2023)(Citation: CERT-UA WinterVivern 2023)(Citation: ESET WinterVivern 2023)(Citation: Proofpoint WinterVivern 2023)",27,12,0.2076923076923077,2,9.8,9.8,1,1,0.5,39560,39560,125,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.47715696465696467,0.13245299191085874,0.063333333,0.2840690807106541,1,1,1
G1036,Moonstone Sleet,Moonstone Sleet; Storm-1789,Nonstate CyberCrime,North Korea,Financial Services,"[Moonstone Sleet](https://attack.mitre.org/groups/G1036) is a North Korean-linked threat actor executing both financially motivated attacks and espionage operations. The group previously overlapped significantly with another North Korean-linked entity, [Lazarus Group](https://attack.mitre.org/groups/G0032), but has differentiated its tradecraft since 2023. [Moonstone Sleet](https://attack.mitre.org/groups/G1036) is notable for creating fake companies and personas to interact with victim entities, as well as developing unique malware such as a variant delivered via a fully functioning game.(Citation: Microsoft Moonstone Sleet 2024)",30,11,0.23076923076923078,0,0,0,0,0,0,64,64,64,1,4,0.000214282,0.000338164,0.11538461538461539,0.000251446,0,0.057742596972856254,1,1,0
G1037,TA577,TA577,,Unknown,Information Technology,"[TA577](https://attack.mitre.org/groups/G1037) is an initial access broker (IAB) that has distributed [QakBot](https://attack.mitre.org/software/S0650) and [Pikabot](https://attack.mitre.org/software/S1145), and was among the first observed groups distributing [Latrodectus](https://attack.mitre.org/software/S1160) in 2023.(Citation: Latrodectus APR 2024)",6,4,0.046153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023076923076923078,0,0,0.011538461538461539,1,1,0
G1038,TA578,TA578,,Unknown,Communications; Information Technology,"[TA578](https://attack.mitre.org/groups/G1038) is a threat actor that has used contact forms and email to initiate communications with victims and to distribute malware including [Latrodectus](https://attack.mitre.org/software/S1160), [IcedID](https://attack.mitre.org/software/S0483), and [Bumblebee](https://attack.mitre.org/software/S1039).(Citation: Latrodectus APR 2024)(Citation: Bitsight Latrodectus June 2024)",4,3,0.030769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015384615384615385,0,0,0.007692308,1,1,0
G1039,RedCurl,RedCurl,,Canada; Russia; Ukraine; United Kingdom,Financial Services,"[RedCurl](https://attack.mitre.org/groups/G1039) is a threat actor active since 2018 notable for corporate espionage targeting a variety of locations, including Ukraine, Canada and the United Kingdom, and a variety of industries, including but not limited to travel agencies, insurance companies, and banks.(Citation: group-ib_redcurl1) [RedCurl](https://attack.mitre.org/groups/G1039) is allegedly a Russian-speaking threat actor.(Citation: group-ib_redcurl1)(Citation: group-ib_redcurl2) The group’s operations typically start with spearphishing emails to gain initial access, then the group executes discovery and collection commands and scripts to find corporate data. The group concludes operations by exfiltrating files to the C2 servers. ",41,12,0.3153846153846154,0,0,0,0,0,0,298672,298672,101,2957.1485148514853,7824,1,1,0.1576923076923077,1,0,0.27884615384615385,1,1,0
G1040,Play,Play,Nonstate CyberCrime,Unknown,Emergency Services; Government Facilities; Healthcare and Public Health; Information Technology; Media,"[Play](https://attack.mitre.org/groups/G1040) is a ransomware group that has been active since at least 2022 deploying  [Playcrypt](https://attack.mitre.org/software/S1162) ransomware against the business, government, critical infrastructure, healthcare, and media sectors in North America, South America, and Europe. [Play](https://attack.mitre.org/groups/G1040) actors employ a double-extortion model, encrypting systems after exfiltrating data, and are presumed by security researchers to operate as a closed group.(Citation: CISA Play Ransomware Advisory December 2023)(Citation: Trend Micro Ransomware Spotlight Play July 2023)",26,14,0.2,10,9.56,10,7,0.8,0.7,0,0,0,0,0,0,0,0.5172297297297297,0,0.3766666666666667,0.37161486486486484,1,1,1
G1041,Sea Turtle,Sea Turtle; Teal Kurma; Marbled Dust; Cosmic Wolf; SILICON,,Türkiye,Transportation Systems,"[Sea Turtle](https://attack.mitre.org/groups/G1041) is a Türkiye-linked threat actor active since at least 2017 performing espionage and service provider compromise operations against victims in Asia, Europe, and North America. [Sea Turtle](https://attack.mitre.org/groups/G1041) is notable for targeting registrars managing ccTLDs and complex DNS-based intrusions where the threat actor compromised DNS providers to hijack DNS resolution for ultimate victims, enabling [Sea Turtle](https://attack.mitre.org/groups/G1041) to spoof log in portals and other applications for credential collection.(Citation: Talos Sea Turtle 2019)(Citation: Talos Sea Turtle 2019_2)(Citation: PWC Sea Turtle 2023)(Citation: Hunt Sea Turtle 2024)",27,10,0.2076923076923077,6,9.166666666666666,10,4,0.5,0.6666666666666666,0,0,0,0,0,0,0,0.502776334,0,0.22,0.317388167,1,1,1
G1042,RedEcho,RedEcho,,China; India,Information Technology,"[RedEcho](https://attack.mitre.org/groups/G1042) is a People’s Republic of China-related threat actor associated with long-running intrusions in Indian critical infrastructure entities. [RedEcho](https://attack.mitre.org/groups/G1042) overlaps with various other PRC-linked threat groups, such as [APT41](https://attack.mitre.org/groups/G0096), and is linked to [ShadowPad](https://attack.mitre.org/software/S0596) malware use through shared infrastructure.(Citation: RecordedFuture RedEcho 2021)(Citation: RecordedFuture RedEcho 2022)",5,2,0.038461538461538464,0,0,0,0,0,0,33861,33861,125,270.888,843,0.11337185943108159,0.091604462,0.019230769230769232,0.10684164032785129,0,0.030983712680954876,1,1,0
G1043,BlackByte,BlackByte; Hecamede,Nonstate CyberCrime,Unknown,Information Technology,"[BlackByte](https://attack.mitre.org/groups/G1043) is a ransomware threat actor operating since at least 2021. [BlackByte](https://attack.mitre.org/groups/G1043) is associated with several versions of ransomware also labeled [BlackByte Ransomware](https://attack.mitre.org/software/S1180). [BlackByte](https://attack.mitre.org/groups/G1043) ransomware operations initially used a common encryption key allowing for the development of a universal decryptor, but subsequent versions such as [BlackByte 2.0 Ransomware](https://attack.mitre.org/software/S1181) use more robust encryption mechanisms. [BlackByte](https://attack.mitre.org/groups/G1043) is notable for operations targeting critical infrastructure entities among other targets across North America.(Citation: FBI BlackByte 2022)(Citation: Picus BlackByte 2022)(Citation: Symantec BlackByte 2022)(Citation: Microsoft BlackByte 2023)(Citation: Cisco BlackByte 2024)",48,14,0.36923076923076925,6,8.833333333333334,10,5,0.5,0.8333333333333334,0,0,0,0,0,0,0,0.6167662855162855,0,0.25,0.3833831427581428,1,1,1
G1044,APT42,APT42,,Iran,Emergency Services; Information Technology,"[APT42](https://attack.mitre.org/groups/G1044) is an Iranian-sponsored threat group that conducts cyber espionage and surveillance.(Citation: Mandiant APT42-charms) The group primarily focuses on targets in the Middle East region, but has targeted a variety of industries and countries since at least 2015.(Citation: Mandiant APT42-charms) [APT42](https://attack.mitre.org/groups/G1044) starts cyber operations through spearphishing emails and/or the PINEFLOWER Android malware, then monitors and collects information from the compromised systems and devices.(Citation: Mandiant APT42-charms) Finally, [APT42](https://attack.mitre.org/groups/G1044) exfiltrates data using native features and open-source tools.(Citation: Mandiant APT42-untangling) 

[APT42](https://attack.mitre.org/groups/G1044) activities have been linked to [Magic Hound](https://attack.mitre.org/groups/G0059) by other commercial vendors. While there are behavior and software overlaps between [Magic Hound](https://attack.mitre.org/groups/G0059) and [APT42](https://attack.mitre.org/groups/G1044), they appear to be distinct entities and are tracked as separate entities by their originating vendor. ",32,12,0.24615384615384617,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.12307692307692308,0.016855616863984572,0,0.064909585,1,1,0
G1045,Salt Typhoon,Salt Typhoon,,China,Communications,"[Salt Typhoon](https://attack.mitre.org/groups/G1045) is a People's Republic of China (PRC) state-backed actor that has been active since at least 2019 and responsible for numerous compromises of network infrastructure at major U.S. telecommunication and internet service providers (ISP).(Citation: US Dept. of Treasury Salt Typhoon JAN 2025)(Citation: Cisco Salt Typhoon FEB 2025)
",14,12,0.1076923076923077,3,9.8,9.8,2,1,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.46882363132363136,0.009475277,0.11,0.26930687110725415,1,1,1
G1046,Storm-1811,Storm-1811,Nonstate CyberCrime,Unknown,Financial Services; Information Technology,"[Storm-1811](https://attack.mitre.org/groups/G1046) is a financially-motivated entity linked to [Black Basta](https://attack.mitre.org/software/S1070) ransomware deployment. [Storm-1811](https://attack.mitre.org/groups/G1046) is notable for unique phishing and social engineering mechanisms for initial access, such as overloading victim email inboxes with non-malicious spam to prompt a fake ""help desk"" interaction leading to the deployment of adversary tools and capabilities.(Citation: Microsoft Storm-1811 2024)(Citation: rapid7-email-bombing)(Citation: RedCanary Storm-1811 2024)(Citation: RedCanary June Insights 2024)",31,14,0.23846153846153847,4,9,10,4,0.5,1,0,0,0,0,0,0,0,0.5972713097713098,0,0.18666666666666665,0.3546356548856549,1,1,1
G1047,Velvet Ant,Velvet Ant,,Unknown,unknown,"[Velvet Ant](https://attack.mitre.org/groups/G1047) is a threat actor operating since at least 2021. [Velvet Ant](https://attack.mitre.org/groups/G1047) is associated with complex persistence mechanisms, the targeting of network devices and appliances during operations, and the use of zero day exploits.(Citation: Sygnia VelvetAnt 2024A)(Citation: Sygnia VelvetAnt 2024B)",22,10,0.16923076923076924,1,6.7,6.7,1,0,1,0,0,0,0,0,0,0,0.5043788981288981,0,0.046666667,0.2661894490644491,1,0,1
G1048,UNC3886,UNC3886,,China; Japan; United States,Communications; Defense Industrial Base; Energy; Information Technology,"[UNC3886](https://attack.mitre.org/groups/G1048) is a China-nexus cyberespionage group that has been active since at least 2022, targeting defense, technology, and telecommunication organizations located in the United States and the Asia-Pacific-Japan (APJ) regions. [UNC3886](https://attack.mitre.org/groups/G1048) has displayed a deep understanding of edge devices and virtualization technologies through the exploitation of zero-day vulnerabilities and the use of novel malware families and utilities.(Citation: Mandiant Fortinet Zero Day)(Citation: Google Cloud Threat Intelligence VMWare ESXi Zero-Day 2023)",49,13,0.3769230769230769,8,7.775,9.8,6,0.5,0.75,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.5729632276507277,0.009475277,0.31333333333333335,0.3823766692708024,1,1,1
G1049,AppleJeus,AppleJeus; Gleaming Pisces; Citrine Sleet; UNC1720; UNC4736,State,North Korea,Financial Services; Government Facilities; Information Technology; Transportation Systems,"[AppleJeus](https://attack.mitre.org/groups/G1049) is a North Korean state-sponsored threat group attributed to the Reconnaissance General Bureau. Associated with the broader [Lazarus Group](https://attack.mitre.org/groups/G0032) umbrella of actors, [AppleJeus](https://attack.mitre.org/groups/G1049) has been active since at least 2018 and is closely aligned in resources with TEMP.hermit, another DPRK-affiliated group under the same umbrella.(Citation: dtex DPRK 2025 structure ITworkers) The group’s primary mission is to generate and launder revenue to provide financial support to the government. [AppleJeus](https://attack.mitre.org/groups/G1049) primarily targets the cryptocurrency industry and is most notably responsible for the [3CX Supply Chain Attack](https://attack.mitre.org/campaigns/C0057).(Citation: Mandiant 3cx UNC4736 2023) The group traditionally deploys malicious cryptocurrency software in combination with [Phishing](https://attack.mitre.org/techniques/T1566). From these compromised environments, it selectively deploys additional backdoors to enable extended operations against high-value financial targets.(Citation: Mandiant DPRK Groups 2023)(Citation: JPCert Blog Laz Subgroups 2025)",2,2,0.015384615384615385,1,9.6,9.6,1,1,1,64,64,64,1,4,0.000214282,0.000338164,0.5009355509355509,0.000251446,0.046666667,0.264518065,1,1,1
G1050,Water Galura,Water Galura; GOLD FEATHER,Nonstate CyberCrime,Russia,Financial Services; Information Technology; Water and Wastewater Systems,"[Water Galura](https://attack.mitre.org/groups/G1050) are the operators of the [Qilin](https://attack.mitre.org/software/S1242) Ransomware-as-a-Service (RaaS) who handle payload generation, ransom negotiations, and the publication of stolen data for [Qilin](https://attack.mitre.org/software/S1242) affilates recruited on Russian cybercrime forums. [Water Galura](https://attack.mitre.org/groups/G1050) have been active since at least 2022 and use a double extortion model where they demand payment for providing decryption keys and for refraining from publishing the stolen data to their leak site.(Citation: BushidoToken Qilin RaaS JUN 2024)(Citation: Sophos Qilin MSP APR 2025)",3,2,0.023076923076923078,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.011538461538461539,0.13245299191085874,0,0.032259829,1,1,0
G1051,Medusa Group,Medusa Group,Nonstate CyberCrime,Unknown,Information Technology; Transportation Systems,"[Medusa Group](https://attack.mitre.org/groups/G1051) has been active since at least 2021 and was initially operated as a closed ransomware group before evolving into a Ransomware-as-a-Service (RaaS) operation. Some reporting indicates that certain attacks may still be conducted directly by the ransomware’s core developers. Public sources have also referred to the group as “Spearwing” or “Medusa Actors.” (Citation: CISA Medusa Group Medusa Ransomware March 2025) (Citation: Broadcom Medusa Ransomware Medusa Group March 2025) [Medusa Group](https://attack.mitre.org/groups/G1051) employs living-off-the-land techniques, frequently leveraging publicly available tools and common remote management software to conduct operations. The group engages in double extortion tactics, exfiltrating data prior to encryption and threatening to publish stolen information if ransom demands are not met. (Citation: Security Scorecard Medusa Ransomware January 2024) For initial access, [Medusa Group](https://attack.mitre.org/groups/G1051) has exploited publicly known vulnerabilities, conducted phishing campaigns, and used credentials or access purchased from Initial Access Brokers (IABs). The group is opportunistic and has targeted a wide range of sectors globally. (Citation: Intel471 Medusa Ransomware May 2025)",57,13,0.43846153846153846,5,9.56,10,4,0.8,0.8,0,0,0,0,0,0,0,0.661460499,0,0.20333333333333334,0.3917302494802495,1,1,1
